からだにきをつける	体に気をつける	to take care of oneself [u]	読L7-II
かりる	借りる	to borrow [ru]	会L6
かれ	彼	he; boyfriend	会L12
かれし	彼氏	boyfriend	会L12
かわ	川	river	会L11
かわいい		cute	会L7
かわいそう(な)		pitiful	読L12-II
がんか	眼科	ophthalmologist	会L12(e)
かんこく	韓国	Korea	会L1
かんごし	看護師	nurse	会L1
かんじ	漢字	kanji; Chinese character	会L6
かんたん(な)	簡単	easy; simple	会L10
かんぱい	乾杯	Cheers! (a toast)	会L8
きいろい	黄色い	yellow	会L9(e)
きおん	気温	temperature (weather)	会L8
きく	聞く	to ask [u]	会L5
きく	聞く	to listen; to hear [u]	会L3
きせつ	季節	season	会L10
きた	北	north	会L6(e)
ギター		guitar	会L9
きっぷ	切符	train ticket	会L12
きっぷうりば	切符売り場	ticket vending area	会L10(e)
きのう	昨日	yesterday	会L4
きぶんがわるい	気分が悪い	not to feel well	会L12(e)
きめる	決める	to decide [ru]	会L10
きもの	着物	kimono; Japanese traditional dress	読L9-II
キャベツ		cabbage	会L8(e)
キャンプ		camp	会L11
きゅうこう	急行	express	会L10(e)
ぎゅうにく	牛肉	beef	会L8(e)
ぎゅうにゅう	牛乳	milk	会L10
きゅうふん	九分	nine minutes	会L1(e)
きゅうり		cucumber	会L8(e)
きょう	今日	today	会L3
きょうかしょ	教科書	textbook	会L6
きょうし	教師	schoolteacher	会L11
きょうだい	兄弟	brothers and sisters	会L7
きょうみがある	興味がある	to be interested (in) [u]	会L12
きょねん	去年	last year	会L9
きらい(な)	嫌い	disgusted with; to dislike	会L5
きる	切る	to cut [u]	会L8
きる	着る	to put on (clothes above your waist) [ru]	会L7
きれい(な)		beautiful; clean	会L5
きんいろ	金色	gold	会L9(e)
ぎんいろ	銀色	silver	会L9(e)
ぎんこう	銀行	bank	会L2
きんじょ	近所	neighborhood	読L11-II
きんちょうする	緊張する	to get nervous [irr.]	会L12
きんようび	金曜日	Friday	会L4
くがつ	九月	September	会L4(e)
くじ	九時	nine o'clock	会L1(e)
くしゃみ		sneeze	会L12(e)
くすり	薬	medicine	会L9
くすりをのむ	薬を飲む	to take medicine [u]	会L9
ください(〜を)		Please give me ...	会L2
くだもの	果物	fruit	会L5
くち	口	mouth	会L7
くつ	靴	shoes	会L2
くに	国	country; place of origin	会L6
くび	首	neck	会L7(e)
くもり	曇り	cloudy weather	会L8
〜ぐらい		about (approximate measurement)	会L4
クラス		class	会L4
グリーン		green	会L9(e)
くる	来る	to come [irr.]	会L3
くるま	車	car	会L7
グレー		gray	会L9(e)
くろい	黒い	black	会L9
けいざい	経済	economics	会L1
けいさつかん	警察官	police officer	会L11
ケーキ		cake	会L10
ゲーム		game	会L4
けが		injury	会L12(e)
げか	外科	surgeon	会L12(e)
けさ	今朝	this morning	会L8
けしゴム	消しゴム	eraser	会L2(e)
けす	消す	to turn off; to erase [u]	会L6
けっこうです	結構です	That would be fine.; That wouldn't be necessary.	会L6
けっこんする	結婚する	to get married [irr.]	会L7
げつようび	月曜日	Monday	会L4
げり	下痢	diarrhea	会L12(e)
けんかする		to have a fight; to quarrel [irr.]	会L11
げんき(な)	元気	healthy; energetic	会L5
げんきがない	元気がない	don't look well	会L12
けんきゅうしゃ	研究者	researcher	会L11
〜ご	〜後	in ... time; after ...	会L10
〜ご	〜語	... language	会L1
こうえん	公園	park	会L4
こうこう	高校	high school	会L1
こうこうせい	高校生	high school student	会L1
こうせいぶっしつ	抗生物質	antibiotic	会L12(e)
こうつうけいICカード	交通系ICカード	rechargeable card such as Suica, Icoca, Pasmo, etc.	会L10(e)
こえ	声	voice	読L10-II
コーヒー		coffee	会L3
ゴールド		gold	会L9(e)
ごがつ	五月	May	会L4(e)
こくさいかんけい	国際関係	international relations	会L1
こくばん	黒板	blackboard	会L2(e)
ここ		here	会L2
ごご	午後	P.M.	会L1
ここのか	九日	the ninth day of a month	会L4(e)
ここのつ	九つ	nine	会L9
ごじ	五時	five o'clock	会L1(e)
ごぜん	午前	A.M.	会L1
ごぜんちゅう	午前中	in the morning	読L9-II
こたえ	答	answer	会L11(e)
こたえる	答える	to answer [ru]	読L8-II
ごちそう		excellent food	読L9-II
ごちそうさま(でした)		Thank you for the meal. (after eating)	会G
こちら		this person (polite)	会L11
こっせつする	骨折する	to break (a bone)	会L12(e)
こと		things; matters	読L11-II
ことし	今年	this year	会L10
こども	子供	child	会L4
この		this ...	会L2
このあいだ	この間	the other day	読L8-II
このごろ		these days	会L10
ごはん	ご飯	rice; meal	会L4
ごふん	五分	five minutes	会L1(e)
ごめんなさい		I'm sorry.	会L4
これ		this one	会L2
これから		from now on	読L11-II
〜ごろ		at about ...	会L3
ごろごろする		to chill out at home; to stay home do nothing [irr.]	会L10
こわい	怖い	frightening	会L5
こんいろ	紺色	navy	会L9(e)
こんがっき	今学期	this semester	会L11
こんげつ	今月	this month	会L8
コンサート		concert	会L9
こんしゅう	今週	this week	会L6
こんど	今度	near future	会L9
こんにちは		Good afternoon.	会G
こんばん	今晩	tonight	会L3
こんばんは		Good evening.	会G
コンビニ		convenience store	会L2
コンピューター		computer	会L1
サークル		club activity	会L7
サーフィン		surfing	会L5
〜さい	〜歳	... years old	会L1
さいごに	最後に	lastly	読L8-II
さいふ	財布	wallet	会L2
さかな	魚	fish	会L2
さくぶん	作文	essay; composition	会L9
さけ	酒	sake; alcohol	会L3
さっか	作家	writer	会L11
サッカー		soccer	会L10
ざっし	雑誌	magazine	会L3
さびしい	寂しい	lonely	会L9
サボる		to cut (classes) [u]	会L11
〜さま	〜様	Mr./Ms. ...	読L5-II
さむい	寒い	cold (weather)	会L5
さようなら		Good-bye.	会G
さらいげつ	再来月	the month after next	会L4(e)
さらいしゅう	再来週	the week after next	会L4(e)
さらいねん	再来年	the year after next	会L4(e)
〜さん		Mr./Ms. ...	会L1
さんがつ	三月	March	会L4(e)
ざんぎょう	残業	overtime work	読L8-II
さんじ	三時	three o'clock	会L1(e)
さんじっぷん/さんじゅっぷん	三十分	thirty minutes	会L1(e)
ざんねん(ですね)	残念(ですね)	That's too bad.	会L8
さんぷん	三分	three minutes	会L1(e)
さんぽする	散歩する	to take a walk [irr.]	会L9
〜じ	〜時	o'clock	会L1
しあい	試合	match; game	会L12
しあわせ(な)	幸せ	happy	読L10-II
ジーンズ		jeans	会L2
シェフ		chef	会L11
しか	歯科	dentist	会L12(e)
しがつ	四月	April	会L4(e)
じかん	時間	time	会L10
〜じかん	〜時間	... hours	会L4
しけん	試験	exam	会L9
じしょ	辞書	dictionary	会L2(e)
しずか(な)	静か	quiet	会L5
した	下	under	会L4
しちがつ	七月	July	会L4(e)
しちじ	七時	seven o'clock	会L1(e)
しっています	知っています	I know	会L7
じっぷん	十分	ten minutes	会L1(e)
しつもん	質問	question	会L11(e)
していせき	指定席	reserved seat	会L10(e)
じてんしゃ	自転車	bicycle	会L2
しぬ	死ぬ	to die [u]	会L6
じはつ	次発	departing second	会L10(e)
じびか	耳鼻科	otorhinolaryngologist; ENT doctor	会L12(e)
じぶん	自分	oneself	読L10-II
しめきり	締め切り	deadline	会L11(e)
しめる	閉める	to close (something) [ru]	会L6
じゃあ		then ...; if that is the case, ...	会L2
ジャーナリスト		journalist	会L11
じゃがいも		potato	会L8(e)
しゃしん	写真	picture; photograph	会L4
しゃちょう	社長	president of a company	会L11
シャワー		shower	会L6
シャワーをあびる	シャワーを浴びる	to take a shower [ru]	会L6
じゅういちがつ	十一月	November	会L4(e)
じゅういちじ	十一時	eleven o'clock	会L1(e)
じゅういちにち	十一日	the eleventh day of a month	会L4(e)
じゅういっぷん	十一分	eleven minutes	会L1(e)
じゅうがつ	十月	October	会L4(e)
〜しゅうかん	〜週間	for ... weeks	会L10
じゅうきゅうふん	十九分	nineteen minutes	会L1(e)
じゅうごふん	十五分	fifteen minutes	会L1(e)
じゅうさんぷん	十三分	thirteen minutes	会L1(e)
じゅうじ	十時	ten o'clock	会L1(e)
じゆうせき	自由席	general admission seat	会L10(e)
しゅうでん	終電	last train	会L10(e)
じゅうななふん	十七分	seventeen minutes	会L1(e)
じゅうにがつ	十二月	December	会L4(e)
じゅうにじ	十二時	twelve o'clock	会L1(e)
じゅうにふん	十二分	twelve minutes	会L1(e)
じゅうはちふん/じゅうはっぷん	十八分	eighteen minutes	会L1(e)
しゅうまつ	週末	weekend	会L3
じゅうよっか	十四日	the fourteenth day of a month	会L4(e)
じゅうよんぷん	十四分	fourteen minutes	会L1(e)
じゅうろっぷん	十六分	sixteen minutes	会L1(e)
じゅぎょう	授業	class	会L11
じゅく	塾	cram school	読L7-II
しゅくだい	宿題	homework	会L5
しゅじゅつ	手術	operation	会L12(e)
しゅっしん	出身	coming from	会L11
じゅっぷん	十分	ten minutes	会L1(e)
しゅふ	主婦	housewife	会L1
ジュース		juice	会L12
しょうかいする	紹介する	to introduce [irr.]	会L11
しょうがつ	正月	New Year's	会L11
じょうしゃけん	乗車券	(boarding) ticket	会L10(e)
じょうず(な)	上手	skillful; good at ...	会L8
しょうぼうし	消防士	firefighter	会L11
しょうらい	将来	future	会L11
しょくご	食後	after meals	会L12(e)
しょくどう	食堂	cafeteria; dining commons	会L7
しり		buttocks	会L7(e)
しりません	知りません	I do not know	会L7
しる	知る	to get to know [u]	会L7
シルバー		silver	会L9(e)
しろ	城	castle	読L5-II
しろい	白い	white	会L9
しろくろ	白黒	black and white	会L9(e)
〜じん	〜人	... people	会L1
しんかんせん	新幹線	Shinkansen; "Bullet Train"	会L10
しんごう	信号	traffic light	会L6(e)
じんじゃ	神社	shrine	会L11
しんせつ(な)	親切	kind	会L7
しんぱいする	心配する	to worry [irr.]	会L12
しんぶん	新聞	newspaper	会L2
すいか		watermelon	会L8(e)
すいようび	水曜日	Wednesday	会L4
スーパー		supermarket	会L4
すき(な)	好き	fond of; to like	会L5
スキー		ski	会L9
すぐ		right away	会L6
すごく		extremely	会L5
すこし	少し	a little	読L7-II
すし		sushi	会L10
すずしい	涼しい	cool (weather)	会L10
すてき(な)	素敵	nice	会L12
すてる	捨てる	to throw away	会L8
ストレス		stress	読L8-II
スペイン		Spain	会L8
スポーツ		sports	会L3
スポーツせんしゅ	スポーツ選手	athlete	会L11
スマホ		smartphone; mobile	会L2
すみません		Excuse me.; I'm sorry.	会G
すむ	住む	to live [u]	会L7
する		to do [irr.]	会L3
すわる	座る	to sit down [u]	会L6
せいかつ	生活	life; living	会L10
せいじ	政治	politics	会L1
せいせき	成績	grade (on a test, etc.)	会L12
せいぶつがく	生物学	biology	会L1
せかい	世界	world	会L10
せがたかい	背が高い	tall (stature)	会L7
せがひくい	背が低い	short (stature)	会L7
せき		cough	会L12
せきがでる	せきが出る	to cough [u]	会L12
せなか	背中	back (body)	会L7(e)
ぜひ	是非	by all means	会L9
せまい	狭い	narrow; not spacious	会L12
せんげつ	先月	last month	会L9
せんこう	専攻	major	会L1
せんしゅう	先週	last week	会L4
せんせい	先生	teacher; Professor ...	会L1
ぜんぜん + negative	全然	not at all	会L3
せんたくする	洗濯する	to do laundry [irr.]	会L8
せんぱつ	先発	departing first	会L10(e)
そう		(I think) so	会L9
そうじする	掃除する	to clean [irr.]	会L8
そうです		That's right.	会L1
そうですか		I see.; Is that so?	会L1
そうですね		That's right.; Let me see.	会L3
そこ		there	会L2
そして		and then	会L11
その		that ...	会L2
それ		that one	会L2
それから		and then	会L4
それに		moreover, ...	会L12
ダイエットする		to go on a diet [irr.]	会L11
たいおんけい	体温計	thermometer	会L12(e)
〜だい	〜代	charge; fee	会L12
だいがく	大学	college; university	会L1
だいがくいんせい	大学院生	graduate student	会L1
だいがくせい	大学生	college student	会L1
だいきらい(な)	大嫌い	to hate	会L5
だいじょうぶ	大丈夫	It's okay.; Not to worry.	会L5
だいすき(な)	大好き	very fond of; to love	会L5
たいてい		usually	会L3
だいとうりょう	大統領	president of a country	会L11
たいへん(な)	大変	tough (situation)	会L6
たかい	高い	expensive; high	会L2
だから		so; therefore	会L4
たくさん		many; a lot	会L4
〜だけ		just ...; only ...	会L11
ただいま		I'm home.	会G
たつ	立つ	to stand up [u]	会L6
たとえば	例えば	for example	会L11(e)
たのしい	楽しい	fun	会L5
たのしみにする	楽しみにする	to look forward (to) [irr.]	読L7-II
たばこをすう	たばこを吸う	to smoke [u]	会L6
たぶん	多分	probably; maybe	会L12
たべもの	食べ物	food	会L5
たべる	食べる	to eat [ru]	会L3
たまご	卵	egg	会L12
たまねぎ		onion	会L8(e)
だれ		who	会L2
たんご	単語	word; vocabulary	会L9
たんざく	短冊	strip of fancy paper	読L12-II
たんじょうび	誕生日	birthday	会L5
ちいさい	小さい	small	会L5
ちかく	近く	near; nearby	会L4
ちかてつ	地下鉄	subway	会L10
チケット		ticket	会L9
ちこくする	遅刻する	to be late (for an appointment) [irr.]	会L11
ちち	父	(my) father	会L7
ちゃ	茶	green tea	会L3
ちゃいろい	茶色い	brown	会L9(e)
ちゅうごく	中国	China	会L1
ちゅうしゃ	注射	injection	会L12(e)
ちょっと		a little	会L3
ツアー		tour	会L10
ついたち	一日	the first day of a month	会L4(e)
つかう	使う	to use [u]	会L6
つかれている	疲れている	to be tired	読L8-II
つかれる	疲れる	to get tired [ru]	会L11
つぎ	次	next	会L6
つぎに	次に	secondly	読L8-II
つくえ	机	desk	会L4
つくる	作る	to make [u]	会L8
つける		to turn on [ru]	会L6
つまらない		boring	会L5
つめたい	冷たい	cold (things/people)	会L10
つり		fishing	会L11
つれてくる	連れてくる	to bring (a person) [irr.]	会L6
て	手	hand; arm	会L7(e)
〜で		by (means of transportation); with (a tool)	会L10
ティーシャツ	Tシャツ	T-shirt	会L2
ていきけん	定期券	commuter's pass	会L10(e)
デート		date (romantic, not calendar)	会L3
でかける	出かける	to go out [ru]	会L5
てがみ	手紙	letter	会L9
できるだけ		as much as possible	会L12
でぐち	出口	exit	会L10(e)
〜です		I am ....	会G
テスト		test	会L5
てつだう	手伝う	to help [u]	会L6
テニス		tennis	会L3
デパート		department store	会L7
てぶくろ	手袋	gloves	会L10
でも		but	会L3
てら	寺	temple	会L4
でる	出る	to appear; to attend; to exit [ru]	会L9
テレビ		TV	会L3
てん	天	the heavens; the sky	読L12-II
〜てん	〜点	... points	会L11
てんき	天気	weather	会L5
でんき	電気	electricity; light	会L6
てんきよほう	天気予報	weather forecast	会L8
でんしゃ	電車	train	会L6
てんぷら	天ぷら	tempura	会L10
でんわ	電話	telephone	会L1
でんわする	電話する	to call [irr.]	会L6
と	戸	door	読L10-II
〜と		together with (a person); and	会L4
〜ど	〜度	... degrees (temperature)	会L8
ドア		door	会L2(e)
トイレ		toilet; restroom	会L2
どう		how	会L8
どうして		why	会L4
どうぞ		Please.; Here it is.	会L2
どうですか		How about ...?; How is ...?	会L3
どうぶつえん	動物園	zoo	会L10
どうも		Thank you.	会L2
どうやって		how; by what means	会L10
とお	十	ten	会L9
とおか	十日	the tenth day of a month	会L4(e)
とき	時	when ...; at the time of ...	会L4
ときどき	時々	sometimes	会L3
とけい	時計	watch; clock	会L2
どこ		where	会L2
ところ	所	place	会L8
ところで		by the way	会L9
とし	年	year	読L10-II
としうえ	年上	someone older	会L10
としょかん	図書館	library	会L2
どちら		which	会L10
とっきゅう	特急	super express	会L10(e)
どっち		which	会L10
とても		very	会L5
となり	隣	next	会L4
どの		which ...	会L2
どのぐらい		how much; how long	会L10
トマト		tomato	会L8(e)
とまる	泊まる	to stay (at a hotel, etc.) [u]	会L10
ともだち	友だち	friend	会L1
どようび	土曜日	Saturday	会L3
ドライブ		drive	会L11
とりにく	鶏肉	chicken	会L8(e)
とる	撮る	to take (a picture) [u]	会L4
とる	取る	to take (a class); to get (a grade) [u]	会L11
とんかつ		pork cutlet	会L2
どんな		what kind of ...	会L5
ないか	内科	physician	会L12(e)
なか	中	inside	会L4
ながい	長い	long	会L7
なく	泣く	to cry [u]	読L12-II
なくす		to lose [u]	会L12
なす		eggplant	会L8(e)
なつ	夏	summer	会L8
〜など		and so forth	読L12-II
ななつ	七つ	seven	会L9
ななふん	七分	seven minutes	会L1(e)
なにか	何か	something	会L8
なにも + negative	何も	not ... anything	会L7
なのか	七日	the seventh day of a month	会L4(e)
なまえ	名前	name	会L1
ならう	習う	to learn [u]	会L11
なる		to become [u]	会L10
なん/なに	何	what	会L1
にかげつまえ	二か月前	two months ago	会L4(e)
にがつ	二月	February	会L4(e)
にぎやか(な)		lively	会L5
にく	肉	meat	会L2
にさんにち	二三日	for two to three days	会L12
にし	西	west	会L6(e)
にじ	二時	two o'clock	会L1(e)
にじっぷん	二十分	twenty minutes	会L1(e)
にじはん	二時半	half past two	会L1
にしゅうかんまえ	二週間前	two weeks ago	会L4(e)
にじゅうよっか	二十四日	the twenty-fourth day of a month	会L4(e)
にじゅっぷん	二十分	twenty minutes	会L1(e)
にちようび	日曜日	Sunday	会L3
〜について		about ...; concerning ...	会L8
にっき	日記	diary	読L9-II
にふん	二分	two minutes	会L1(e)
にほん	日本	Japan	会L1
にほんご	日本語	Japanese language	会L1
にほんじん	日本人	Japanese people	会L1
にもつ	荷物	baggage	会L6
〜にん	〜人	[counter for people]	会L7
にんきがある	人気がある	to be popular [u]	会L9
にんじん		carrot	会L8(e)
ねがい	願い	wish	読L12-II
ねこ	猫	cat	会L4
ねつがある	熱がある	to have a fever [u]	会L12
ねむい	眠い	sleepy	会L10
ねる	寝る	to sleep; to go to sleep [ru]	会L3
〜ねん	〜年	... years	会L10
〜ねんせい	〜年生	... year student	会L1
ノート		notebook	会L2
のど		throat	会L12
のどがかわく	のどが渇く	to become thirsty [u]	会L12
のぼる	登る	to climb [u]	会L11
のみもの	飲み物	drink	会L5
のむ	飲む	to drink [u]	会L3
のりかえ	乗り換え	transfer	会L10(e)
のる	乗る	to ride; to board [u]	会L5
は	歯	tooth	会L12
パーティー		party	会L8
バーベキュー		barbecue	会L8
はい		yes	会L1
はいいろ	灰色	gray	会L9(e)
ばいてん	売店	shop; stand	会L10(e)
はいゆう	俳優	actor; actress	会L11
はいる	入る	to enter [u]	会L6
はく		to put on (items below your waist) [u]	会L7
はく	吐く	to throw up	会L12(e)
はし		chopsticks	会L8
はじまる	始まる	(something) begins [u]	会L9
はじめて	初めて	for the first time	会L12
はじめまして		How do you do?	会G
はじめる	始める	to begin [ru]	会L8
はしる	走る	to run [u]	会L11
バス		bus	会L5
バスてい	バス停	bus stop	会L4
パソコン		personal computer	会L6
はたけ	畑	farm	読L12-II
はたらく	働く	to work [u]	会L7
はちがつ	八月	August	会L4(e)
はちじ	八時	eight o'clock	会L1(e)
はちふん	八分	eight minutes	会L1(e)
ばつ		x (wrong)	会L11(e)
はつおん	発音	pronunciation	会L11(e)
はつか	二十日	the twentieth day of a month	会L4(e)
はっしん	発疹	rash	会L12(e)
はっぷん	八分	eight minutes	会L1(e)
はな	鼻	nose	会L7(e)
はな	花	flower	会L4
はなし	話	story; talk	読L8-II
はなす	話す	to speak; to talk [u]	会L3
はなみず	鼻水	runny nose	会L12(e)
はは	母	(my) mother	会L7
はやい	早い	early	会L3
はやい	速い	fast	会L7
はやく	早く/速く	(do something) early; fast	会L10
はらう	払う	to pay [u]	会L12
ハラルフード		halal	会L8(e)
はる	春	spring	会L10
はれ	晴れ	sunny weather	会L8
はん	半	half	会L1
パン		bread	会L4
〜ばん	〜番	number ...	会L1
ばんごう	番号	number	会L1
ばんごはん	晩ご飯	dinner	会L3
〜ばんせん	〜番線	track number ...	会L10(e)
バンド		band	読L11-II
ハンバーガー		hamburger	会L3
ピアノ		piano	会L9
ピーナッツ		peanut	会L8(e)
ビール		beer	会L11
ひがし	東	east	会L6(e)
ひく	弾く	to play (a string instrument or piano) [u]	会L9
ひこうき	飛行機	airplane	会L10
ピザ		pizza	会L9
ひさしぶり	久しぶり	it has been a long time	会L11
ビジネス		business	会L1
びじゅつかん	美術館	art museum	会L11
ひだり	左	left	会L4
