まちどおしい	待ち遠しい	to wait eagerly for ...	読L22-II
まにあう	間に合う	to be in time [u]	会L22
マフラー		winter scarf	会L14
まんが	漫画	comic book	会L14
マンション		larger apartment building; condominium	会L13
みえる	見える	to be visible [ru]	会L15
みがく	磨く	to brush (teeth); to polish [u]	会L13
みかた	味方	person on one's side	読L16-II
みかん		mandarin orange	会L14
みずぎ	水着	swimwear	読L13-III
みせ	店	shop; store	会L13
みせる	見せる	to show [ru]	会L16
〜みたいなX		X like ...	会L20
みち	道	way; road; directions	会L16
みちにまよう	道に迷う	to become lost; to lose one's way [u]	会L16
みっか	三日	three days	会L13
みつかる	見つかる	to be found [u]	会L16
みつける	見つける	to find [ru]	会L21
みどり	緑	green	読L15-II
みなさま	みな様	everyone (polite expression of みなさん)	読L19-II
みなさん	皆さん	everyone; all of you	会L14
みぶり	身ぶり	gesture	読L20-II
〜みまん	〜未満	less than ...	読L18-II
みらい	未来	future	読L16-II
むいか	六日	six days	会L13
むかえにいく	迎えに行く	to go to pick up [u]	会L16
むかえにくる	迎えに来る	to come to pick up [irr.]	会L16
むかし	昔	old days; past	会L21
むし	虫	insect	会L18
むしめがね	虫めがね	magnifying glass	読L17-II
むだづかい	無駄遣い	waste (money)	会L22
むり(な)	無理	impossible	会L18
〜め	〜目	-th	会L15
〜めい	〜名	... person(s)	会L15(e)
〜めいさま	〜名様	party of ... people	会L19
めいしん	迷信	superstition	読L21-II
めしあがる	召し上がる	honorific expression for たべる and のむ [u]	会L19
めずらしい	珍しい	rare	読L13-II
めちゃくちゃ(な)		messy; disorganized	会L21
メッセージ		message; text	会L23
めったに〜ない		seldom	読L21-II
めんきょ	免許	license	会L22
めんせつ	面接	interview	会L23
もうしこみ	申し込み	application	読L19-III
もうしわけありません	申し訳ありません	You have my apologies.	会L20
もうす	申す	extra-modest expression for いう [u]	会L20
もういちど	もう一度	one more time	会L15
もうすこし	もう少し	a little more	会L22
もう〜ない		not any longer	読L13-II
もくてき	目的	object; purpose	読L18-II
もし〜たら		if ...	読L19-III
もてる		to be popular (in terms of romantic interest) [ru]	会L19
もどってくる	戻ってくる	(something/someone) comes back [irr.]	会L23
もどる	戻る	to return; to come/go back [u]	会L20
ものすごく		extremely	会L23
もんく	文句	complaint	会L21
もんくをいう	文句を言う	to complain [u]	会L21
〜や	〜屋	... shop	会L20
やく	焼く	to bake; to burn; to grill [u]	会L21
やくす	訳す	to translate [u]	会L16
やくそく	約束	promise; appointment	会L13
やくそくをまもる	約束を守る	to keep a promise [u]	会L13
やちん	家賃	rent	会L18
やった！		I did it!	読L20-II
やっぱり		after all	会L17
ゆ	湯	hot water	会L17
ゆうがた	夕方	evening	会L18
ゆうき	勇気	courage	読L22-II
ゆうしょうする	優勝する	to win a championship [irr.]	会L23
ゆうしょく	夕食	dinner	会L23
ゆうじん	友人	friend	読L19-III
ゆびわ	指輪	ring	会L14
ようか	八日	eight days	会L13
ようこそ		Welcome.	会L19
ようふく	洋服	clothes	読L18-II
ヨーロッパ		Europe	会L22
よきん	預金	savings	会L13(e)
よく		well	会L14
よこ	横	side; horizontal	読L23-II
よごす	汚す	to make dirty [u]	会L18
よごれる	汚れる	to become dirty [ru]	会L18
よしゅう	予習	preparation of a lesson	会L22
よっか	四日	four days	会L13
よてい	予定	schedule; plan	会L15
よぶ	呼ぶ	to call (one's name); to invite [u]	会L19
よやくする	予約する	to reserve [irr.]	会L15
よる	寄る	to stop by [u]	会L19
よろしかったら		if it is okay (polite)	会L20
よろしくおつたえください	よろしくお伝えください	Please give my best regards (to ...).	会L19
よわい	弱い	weak	読L16-II
らく(な)	楽	easy; comfortable	会L22
らくご	落語	comic monologue	読L20-II
らくごか	落語家	comic storyteller	読L20-II
ラジオ		radio	会L14
りこんする	離婚する	to get a divorce [irr.]	会L17
りそう	理想	ideal	会L23
りょう	寮	dormitory	会L17
りょうがえ	両替	money exchange	会L13(e)
りょうしん	両親	parents	会L14
りょかん	旅館	Japanese inn	会L15
りょこうがいしゃ	旅行会社	travel agency	会L17
りれきしょ	履歴書	résumé	会L14
るす	留守	absence; not at home	会L21
るすばん	留守番	looking after a house during someone's absence	会L23
れいぞうこ	冷蔵庫	refrigerator	会L18
れんらくする	連絡する	to contact [irr.]	会L21
ろうそく		candle	会L18
わかもの	若者	young people	読L15-II
わたくし	私	I (formal)	会L13
わたしたち	私たち	we	会L14
わたす	渡す	to give; to hand [u]	読L20-II
わらう	笑う	to laugh [u]	会L16
わりびきけん	割引券	discount coupon	会L15
わるぐちをいう	悪口を言う	to talk behind someone's back [u]	会L23
ワンルームマンション		studio apartment	読L18-III
