020	火	4	か	ひ/び	fire	火曜日(かようび)=Tuesday;火(ひ)=fire;火山(かざん)=volcano;花火(はなび)=fireworks;火星(かせい)=Mars
021	水	4	すい	みず	water	水曜日(すいようび)=Wednesday;水(みず)=water;水泳(すいえい)=swimming;水道(すいどう)=water supply;水着(みずぎ)=bathing suit
022	木	4	もく	き	tree	木曜日(もくようび)=Thursday;木(き)=tree;木村さん(きむらさん)=Mr./Ms. Kimura
023	金	4	きん	かね	gold; money	金曜日(きんようび)=Friday;お金(おかね)=money;料金(りょうきん)=charge;お金持ち(おかねもち)=rich person
024	土	4	ど/と	つち	soil	土曜日(どようび)=Saturday;土(つち)=soil;土地(とち)=land;粘土(ねんど)=clay
025	曜	4	よう		weekday	日曜日(にちようび)=Sunday;曜日(ようび)=day of the week
026	上	4	じょう	うえ/のぼ	up	上(うえ)=top, above;上手な(じょうずな)=good at;屋上(おくじょう)=rooftop;上る(のぼる)=to go up
027	下	4	か	した/くだ	down	下(した)=under;地下鉄(ちかてつ)=subway;下手な(へたな)=poor at;下さい(ください)=Please give/do ...
028	中	4	ちゅう/じゅう	なか	middle	中(なか)=inside;中国(ちゅうごく)=China;中学(ちゅうがく)=junior high school;一年中(いちねんじゅう)=all year around
029	半	4	はん		half	三時半(さんじはん)=half past three;半分(はんぶん)=half;半年(はんとし)=half a year;半額(はんがく)=half price
030	山	5	さん	やま	mountain	山(やま)=mountain;山川さん(やまかわさん)=Mr./Ms. Yamakawa;富士山(ふじさん)=Mt. Fuji
031	川	5		かわ/がわ	river	川(かわ)=river;山川さん(やまかわさん)=Mr./Ms. Yamakawa;小川さん(おがわさん)=Mr./Ms. Ogawa
032	元	5	げん/がん	もと	origin	元気な(げんきな)=fine;元日(がんじつ)=the first day of the year;地元(じもと)=local
033	気	5	き		spirit	元気な(げんきな)=fine;天気(てんき)=weather;電気(でんき)=electricity;気持ち(きもち)=feeling;人気(にんき)=popularity
034	天	5	てん		heaven	天気(てんき)=weather;天国(てんごく)=heaven;天皇(てんのう)=Japanese emperor;天才(てんさい)=genius
035	私	5	し	わたし	I; private	私(わたし)=I;私立大学(しりつだいがく)=private university
036	今	5	こん	いま	now	今(いま)=now;今日(きょう)=today;今晩(こんばん)=tonight;今月(こんげつ)=this month;今年(ことし)=this year
037	田	5		た/だ	rice field	田中さん(たなかさん)=Mr./Ms. Tanaka;山田さん(やまださん)=Mr./Ms. Yamada;田んぼ(たんぼ)=rice field
038	女	5	じょ	おんな	woman	女の人(おんなのひと)=woman;女性(じょせい)=woman;女の子(おんなのこ)=girl;長女(ちょうじょ)=the eldest daughter
039	男	5	だん	おとこ	man	男の人(おとこのひと)=man;男性(だんせい)=man;男の子(おとこのこ)=boy;男子学生(だんしがくせい)=male student
040	見	5	けん	み	to see	見る(みる)=to see;見物(けんぶつ)=sightseeing;花見(はなみ)=flower viewing;意見(いけん)=opinion
041	行	5	こう/ぎょう	い	to go	行く(いく)=to go;銀行(ぎんこう)=bank;一行目(いちぎょうめ)=first line;旅行(りょこう)=travel
042	食	5	しょく	た	to eat	食べる(たべる)=to eat;食べ物(たべもの)=food;食堂(しょくどう)=cafeteria;食事(しょくじ)=meal;朝食(ちょうしょく)=breakfast
043	飲	5	いん	の	to drink	飲む(のむ)=to drink;飲み物(のみもの)=drink;飲酒運転(いんしゅうんてん)=drunken driving
044	東	6	とう	ひがし	east	東(ひがし)=east;東口(ひがしぐち)=east exit;東京(とうきょう)=Tokyo;関東(かんとう)=Kanto area;東洋(とうよう)=the East
045	西	6	せい/さい	にし	west	西(にし)=west;西口(にしぐち)=west exit;北西(ほくせい)=northwest;関西(かんさい)=Kansai area;西洋(せいよう)=the West
046	南	6	なん	みなみ	south	南(みなみ)=south;南口(みなみぐち)=south exit;南東(なんとう)=southeast;南極(なんきょく)=Antarctica;東南アジア(とうなんアジア)=Southeast Asia
047	北	6	ほく/ほっ	きた	north	北(きた)=north;北口(きたぐち)=north exit;東北(とうほく)=Tohoku area;北極(ほっきょく)=North Pole;北海道(ほっかいどう)=Hokkaido
048	口	6	こう	ぐち/くち	mouth	北口(きたぐち)=north exit;口(くち)=mouth;人口(じんこう)=population;入り口/入口(いりぐち)=entrance
049	出	6	しゅっ/しゅつ	で/だ	to exit	出る(でる)=to exit;出口(でぐち)=exit;出かける(でかける)=to go out;出す(だす)=to take something out;出席(しゅっせき)=attendance;輸出(ゆしゅつ)=export
050	右	6	う/ゆう	みぎ	right	右(みぎ)=right;右折(うせつ)=right turn;左右(さゆう)=right and left;右手(みぎて)=right hand;右側(みぎがわ)=right side
051	左	6	さ	ひだり	left	左(ひだり)=left;左折(させつ)=left turn;左手(ひだりて)=left hand;左利き(ひだりきき)=left-handed
052	分	6	ふん/ぷん/ぶん	わ	minute; to divide	五分(ごふん)=five minutes;十分(じゅっぷん/じっぷん)=ten minutes;自分(じぶん)=oneself;分ける(わける)=to divide
053	先	6	せん	さき	ahead	先生(せんせい)=teacher;先週(せんしゅう)=last week;先に(さきに)=ahead;先月(せんげつ)=last month;先輩(せんぱい)=senior member
054	生	6	せい/しょう	う	birth	学生(がくせい)=student;先生(せんせい)=teacher;生まれる(うまれる)=to be born;一生に一度(いっしょうにいちど)=once in a life time
055	大	6	だい/たい	おお	big	大学生(だいがくせい)=college student;大きい(おおきい)=big;大変な(たいへんな)=tough;大人(おとな)=adult;大使館(たいしかん)=embassy
056	学	6	がく/がっ	まな	learning	大学(だいがく)=university;学生(がくせい)=student;学校(がっこう)=school;学ぶ(まなぶ)=to study;学部(がくぶ)=department, faculty
057	外	6	がい	そと	outside	外国(がいこく)=foreign country;外国人(がいこくじん)=foreigner;外(そと)=outside;海外(かいがい)=overseas
058	国	6	こく/ごく/こっ	くに	country	外国(がいこく)=foreign country;中国(ちゅうごく)=China;国(くに)=country;韓国(かんこく)=South Korea;国会(こっかい)=the Diet
059	京	7	きょう		capital	東京(とうきょう)=Tokyo;京子(きょうこ)=Kyoko;京都(きょうと)=Kyoto;上京する(じょうきょうする)=to go to the capital
060	子	7	し	こ	child	子ども(こども)=child;京子(きょうこ)=Kyoko;女の子(おんなのこ)=girl;男の子(おとこのこ)=boy;女子学生(じょしがくせい)=female student
061	小	7	しょう	ちい	small	小さい(ちいさい)=small;小学校(しょうがっこう)=elementary school;小学生(しょうがくせい)=elementary school student
062	会	7	かい	あ	to meet	会う(あう)=to meet;会社(かいしゃ)=company;会社員(かいしゃいん)=office worker;会議(かいぎ)=meeting;教会(きょうかい)=church
063	社	7	しゃ/じゃ		company	会社(かいしゃ)=company;神社(じんじゃ)=shrine;社会(しゃかい)=society;入社(にゅうしゃ)=entry to a company
064	父	7	ふ	ちち/とう	father	父(ちち)=father;お父さん(おとうさん)=father;父母(ふぼ)=father and mother;祖父(そふ)=grandfather
065	母	7	ぼ	はは/かあ	mother	母(はは)=mother;お母さん(おかあさん)=mother;母語(ぼご)=mother tongue;祖母(そぼ)=grandmother
066	高	7	こう	たか	high	高い(たかい)=expensive, high;高校(こうこう)=high school;高校生(こうこうせい)=high school student;最高(さいこう)=the best
067	校	7	こう		school	学校(がっこう)=school;高校(こうこう)=high school;高校生(こうこうせい)=high school student;中学校(ちゅうがっこう)=junior high school
068	毎	7	まい		every	毎日(まいにち)=every day;毎週(まいしゅう)=every week;毎晩(まいばん)=every night;毎年(まいねん/まいとし)=every year
069	語	7	ご		word	日本語(にほんご)=Japanese language;英語(えいご)=English language;敬語(けいご)=honorific expressions
070	文	7	ぶん		sentence	文学(ぶんがく)=literature;作文(さくぶん)=composition;文字(もじ)=letter, character;文化(ぶんか)=culture;文法(ぶんぽう)=grammar
071	帰	7	き	かえ	to return	帰る(かえる)=to return;帰国(きこく)=going home;帰宅(きたく)=returning home;帰り(かえり)=return
072	入	7	にゅう	はい/い/いり	to enter	入る(はいる)=to enter;入り口/入口(いりぐち)=entrance;入れる(いれる)=to put something in;輸入(ゆにゅう)=import
073	員	8	いん		member	会社員(かいしゃいん)=office worker;店員(てんいん)=store clerk;会員(かいいん)=member;駅員(えきいん)=station attendant
074	新	8	しん	あたら	new	新しい(あたらしい)=new;新聞(しんぶん)=newspaper;新幹線(しんかんせん)=Bullet Train;新鮮な(しんせんな)=fresh
075	聞	8	ぶん	き	to listen	聞く(きく)=to listen;新聞(しんぶん)=newspaper;聞こえる(きこえる)=can be heard
076	作	8	さく	つく	to make	作る(つくる)=to make;作文(さくぶん)=composition;作品(さくひん)=artistic piece;作者(さくしゃ)=author
077	仕	8	し	つか	to serve	仕事(しごと)=job;仕返し(しかえし)=revenge;仕える(つかえる)=to serve, to work under
078	事	8	じ	ごと/こと	thing	仕事(しごと)=job;事(こと)=thing;火事(かじ)=fire;食事(しょくじ)=meal;返事(へんじ)=reply
079	電	8	でん		electricity	電車(でんしゃ)=train;電気(でんき)=electricity, light;電話(でんわ)=telephone;電池(でんち)=battery;電子レンジ(でんしレンジ)=microwave oven
080	車	8	しゃ	くるま	car	車(くるま)=car;電車(でんしゃ)=train;自転車(じてんしゃ)=bicycle;車いす(くるまいす)=wheelchair;駐車場(ちゅうしゃじょう)=parking lot
081	休	8	きゅう	やす	to rest	休む(やすむ)=to be absent, to rest;休み(やすみ)=holiday, absence;休日(きゅうじつ)=holiday
082	言	8	げん	い/こと	to say	言う(いう)=to say;言語学(げんごがく)=linguistics;方言(ほうげん)=dialect;言葉(ことば)=word, language
083	読	8	どく	よ	to read	読む(よむ)=to read;読書(どくしょ)=reading books;読み物(よみもの)=reading matter
084	思	8	し	おも	to think	思う(おもう)=to think;不思議な(ふしぎな)=mysterious;思い出す(おもいだす)=to recall, to remember
085	次	8	じ	つぎ	next	次(つぎ)=next;次女(じじょ)=second daughter;目次(もくじ)=table of contents;次回(じかい)=next time
086	何	8		なに/なん	what	何(なに)=what;何時(なんじ)=what time;何人(なんにん)=how many people;何か(なにか)=something
087	午	9	ご		noon	午前(ごぜん)=A.M.;午後(ごご)=P.M., in the afternoon;午前中(ごぜんちゅう)=in the morning;正午(しょうご)=noon
088	後	9	ご	あと/うし	after	午後(ごご)=P.M.;〜の後(のあと)=after ...;後で(あとで)=later;後ろ(うしろ)=back, behind;最後に(さいごに)=lastly
089	前	9	ぜん	まえ	before	前(まえ)=before, front;午前(ごぜん)=A.M.;名前(なまえ)=name;前売り(まえうり)=advance sale
090	名	9	めい/みょう	な	name	名前(なまえ)=name;有名な(ゆうめいな)=famous;名刺(めいし)=name card;氏名(しめい)=full name;名字(みょうじ)=family name
091	白	9	はく	しろ	white	白い(しろい)=white;白紙(はくし)=blank sheet;白(しろ)=white color;白鳥(はくちょう)=swan
092	雨	9	う	あめ	rain	雨(あめ)=rain;雨期(うき)=rainy season;梅雨(つゆ)=rainy season;大雨(おおあめ)=heavy rain
093	書	9	しょ	か	to write	書く(かく)=to write;辞書(じしょ)=dictionary;教科書(きょうかしょ)=textbook;図書館(としょかん)=library
094	友	9	ゆう	とも	friend	友だち(ともだち)=friend;親友(しんゆう)=best friend;友人(ゆうじん)=friend;友情(ゆうじょう)=friendship
095	間	9	かん/げん	あいだ	between	時間(じかん)=time;二時間(にじかん)=two hours;間(あいだ)=between;人間(にんげん)=human being;一週間(いっしゅうかん)=one week
096	家	9	か	いえ	house	家(いえ)=house;家族(かぞく)=family;家(うち)=house, home;家内(かない)=my wife;作家(さっか)=author
097	話	9	わ	はな/はなし	to speak	話す(はなす)=to speak;話(はなし)=talk, story;電話(でんわ)=telephone;会話(かいわ)=conversation
098	少	9	しょう	すこ/すく	little	少し(すこし)=little;少ない(すくない)=few;少々(しょうしょう)=a little;少女(しょうじょ)=girl;少年(しょうねん)=boy
099	古	9	こ	ふる	old	古い(ふるい)=old (for things);中古(ちゅうこ)=secondhand;古代(こだい)=ancient times
100	知	9	ち	し	to know	知る(しる)=to know;知人(ちじん)=acquaintance;知り合い(しりあい)=acquaintance
101	来	9	らい	く/き/こ	to come	来る(くる)=to come;来ます(きます)=to come;来ない(こない)=not to come;来週(らいしゅう)=next week;来日(らいにち)=visit to Japan
102	住	10	じゅう	す	to live	住む(すむ)=to live;住所(じゅうしょ)=address;移住する(いじゅうする)=to immigrate
103	正	10	しょう/せい	ただ	right	お正月(おしょうがつ)=New Year;正しい(ただしい)=right;正午(しょうご)=noon;正解(せいかい)=correct answer
104	年	10	ねん	とし	year	三年生(さんねんせい)=third-year student;来年(らいねん)=next year;今年(ことし)=this year;年(とし)=year
105	売	10	ばい	う	to sell	売る(うる)=to sell;売店(ばいてん)=stand, stall;自動販売機(じどうはんばいき)=vending machine
106	買	10	ばい	か	to buy	買う(かう)=to buy;買い物(かいもの)=shopping;売買(ばいばい)=selling and buying
107	町	10	ちょう	まち	town	町(まち)=town;北山町(きたやまちょう)=Kitayama Town;町長(ちょうちょう)=mayor of a town
108	長	10	ちょう	なが	long	長い(ながい)=long;長男(ちょうなん)=the eldest son;社長(しゃちょう)=company president
109	道	10	どう	みち	way	道(みち)=way, road;書道(しょどう)=calligraphy;柔道(じゅうどう)=judo;北海道(ほっかいどう)=Hokkaido
110	雪	10	せつ	ゆき	snow	雪(ゆき)=snow;新雪(しんせつ)=new snow;雪だるま(ゆきだるま)=snowman
111	立	10	りつ	た	to stand	立つ(たつ)=to stand;国立大学(こくりつだいがく)=national university;私立高校(しりつこうこう)=private high school
112	自	10	じ		self	自分(じぶん)=oneself;自動車(じどうしゃ)=automobile;自転車(じてんしゃ)=bicycle;自由(じゆう)=freedom
113	夜	10	や	よる/よ	night	夜(よる)=night;夜中(よなか)=middle of night;今夜(こんや)=tonight;夜明け(よあけ)=dawn
114	朝	10	ちょう	あさ	morning	朝(あさ)=morning;今朝(けさ)=this morning;朝食(ちょうしょく)=breakfast;毎朝(まいあさ)=every morning
115	持	10	じ	も	to hold	持つ(もつ)=to carry, to hold;持ってくる(もってくる)=to bring;所持品(しょじひん)=belongings;気持ち(きもち)=feeling
116	手	11	しゅ	て	hand	手紙(てがみ)=letter;歌手(かしゅ)=singer;手(て)=hand;手話(しゅわ)=sign language;上手な(じょうずな)=good at
117	紙	11	し	がみ/かみ	paper	手紙(てがみ)=letter;紙(かみ)=paper;和紙(わし)=Japanese paper;表紙(ひょうし)=cover page;折り紙(おりがみ)=origami
118	好	11	こう	す/この	favorite; to like	好きな(すきな)=to like;大好きな(だいすきな)=to love;好意(こうい)=goodwill;好み(このみ)=liking, taste;好物(こうぶつ)=favorite food
119	近	11	きん	ちか	near	近く(ちかく)=near, nearby;近所(きんじょ)=neighborhood;最近(さいきん)=recently;中近東(ちゅうきんとう)=the Middle and Near East
120	明	11	めい	あか	bright	明るい(あかるい)=cheerful, bright;明日(あした)=tomorrow;説明(せつめい)=explanation;発明(はつめい)=invention;文明(ぶんめい)=civilization
121	病	11	びょう		ill; sick	病院(びょういん)=hospital;病気(びょうき)=illness;重病(じゅうびょう)=serious illness;急病(きゅうびょう)=sudden illness
122	院	11	いん		institution	病院(びょういん)=hospital;大学院(だいがくいん)=graduate school;美容院(びよういん)=beauty parlor
123	映	11	えい	うつ	to reflect	映画(えいが)=movie;映画館(えいがかん)=movie theater;映る(うつる)=to be reflected
124	画	11	が/かく		picture	映画(えいが)=movie;画家(がか)=painter;計画(けいかく)=plan;漫画(まんが)=comic
125	歌	11	か	うた	to sing	歌う(うたう)=to sing;歌(うた)=song;歌手(かしゅ)=singer;国歌(こっか)=national anthem;歌舞伎(かぶき)=Kabuki;歌詞(かし)=lyrics
126	市	11	し	いち	city	川口市(かわぐちし)=Kawaguchi City;市役所(しやくしょ)=city hall;市長(しちょう)=mayor;市場(いちば)=market
127	所	11	じょ/しょ	ところ/どころ	place	いろいろな所(ところ)=various places;近所(きんじょ)=neighborhood;台所(だいどころ)=kitchen;住所(じゅうしょ)=address
128	勉	11	べん	つと	to make efforts	勉強する(べんきょうする)=to study;勉める(つとめる)=to try hard;勤勉な(きんべんな)=diligent
129	強	11	きょう/ごう	つよ	strong	勉強する(べんきょうする)=to study;強い(つよい)=strong;強情な(ごうじょうな)=obstinate;強盗(ごうとう)=robbery;強力な(きょうりょくな)=powerful
130	有	11	ゆう	あ	to exist	有名な(ゆうめいな)=famous;有料(ゆうりょう)=toll, fee;有る(ある)=to exist;有能な(ゆうのうな)=talented
131	旅	11	りょ	たび	travel	旅行(りょこう)=travel;旅館(りょかん)=Japanese inn;一人旅(ひとりたび)=traveling alone;旅券(りょけん)=passport
132	昔	12		むかし	ancient times	昔(むかし)=old times;昔話(むかしばなし)=old tale;大昔(おおむかし)=ancient times
133	々	12			symbol of repetition of a kanji	昔々(むかしむかし)=once upon a time;人々(ひとびと)=people;時々(ときどき)=sometimes;色々な(いろいろな)=various
134	神	12	じん/しん/こう	かみ	God	神さま(かみさま)=God;神社(じんじゃ)=shrine;神道(しんとう)=Shinto;神戸市(こうべし)=Kobe City
135	早	12	そう	はや	early	早い(はやい)=early;早起きする(はやおきする)=to get up early;早朝(そうちょう)=early morning
136	起	12	き	お	to get up	起きる(おきる)=to get up;起こす(おこす)=to wake someone up;再起動(さいきどう)=reboot
137	牛	12	ぎゅう	うし	cow	牛(うし)=cow;牛乳(ぎゅうにゅう)=milk;牛肉(ぎゅうにく)=beef;子牛(こうし)=calf, veal
138	使	12	し	つか	to use	使う(つかう)=to use;大使(たいし)=ambassador;使用中(しようちゅう)=Occupied;お使い(おつかい)=errand
139	働	12	どう	はたら/ばたら	to work	働く(はたらく)=to work;共働き(ともばたらき)=both husband and wife working;労働(ろうどう)=labor
140	連	12	れん	つ	to link	連れて帰る(つれてかえる)=to bring (a person) back;国連(こくれん)=United Nations;連休(れんきゅう)=consecutive holidays
141	別	12	べつ	わか	to separate	別れる(わかれる)=to separate;別に(べつに)=not in particular;特別な(とくべつな)=special;差別(さべつ)=discrimination;別々に(べつべつに)=separately
142	度	12	ど		time; degrees	一度(いちど)=once;今度(こんど)=near future;温度(おんど)=temperature;三十度(さんじゅうど)=30 degrees;態度(たいど)=attitude
143	赤	12	せき	あか	red	赤(あか)=red color;赤い(あかい)=red;赤ちゃん(あかちゃん)=baby;赤道(せきどう)=the equator;赤十字(せきじゅうじ)=the Red Cross
144	青	12	せい	あお	blue	青(あお)=blue color;青い(あおい)=blue;青年(せいねん)=youth;青空(あおぞら)=blue sky;青信号(あおしんごう)=green light
145	色	12	しき/しょく	いろ	color	色(いろ)=color;色々な(いろいろな)=various;景色(けしき)=scenery;特色(とくしょく)=characteristic
