276	犬	21	けん	いぬ	dog	犬(いぬ)=dog;子犬(こいぬ)=puppy;番犬(ばんけん)=watchdog;盲導犬(もうどうけん)=seeing-eye dog
277	重	21	じゅう/ちょう	おも/かさ	heavy; to pile up	重い(おもい)=heavy, serious (illness);重ねる(かさねる)=to pile up;体重(たいじゅう)=body weight;貴重品(きちょうひん)=valuables
278	初	21	しょ	はじ/はつ	first	初めは(はじめは)=at first;初めて(はじめて)=first time;最初(さいしょ)=first;初雪(はつゆき)=first snow;初恋(はつこい)=first love
279	若	21		わか	young	若い(わかい)=young;若者(わかもの)=young people;若々しい(わかわかしい)=youthful
280	送	21	そう	おく	to send	送る(おくる)=to send;送金(そうきん)=sending money;送料(そうりょう)=postage;放送(ほうそう)=broadcast;回送電車(かいそうでんしゃ)=out-of-service train
281	幸	21	こう	しあわ/さいわ	happiness	幸せな(しあわせな)=happy;幸福な(こうふくな)=happy;幸運(こううん)=good fortune;不幸(ふこう)=misfortune;幸い(さいわい)=fortunately
282	計	21	けい	はか	to measure	時計(とけい)=watch, clock;計画(けいかく)=plan;合計(ごうけい)=sum;計る(はかる)=to measure
283	遅	21	ち	おく/おそ	late	遅れる(おくれる)=to be late;乗り遅れる(のりおくれる)=to miss (transportation);遅い(おそい)=late;遅刻する(ちこくする)=to be late
284	配	21	ぱい/はい	くば	to deliver	心配な(しんぱいな)=worried about;配る(くばる)=to distribute;配達(はいたつ)=delivery;宅配便(たくはいびん)=home delivery service
285	弟	21	だい/で	おとうと	younger brother	弟(おとうと)=younger brother;兄弟(きょうだい)=brothers;弟子(でし)=apprentice
286	妹	21	まい	いもうと	younger sister	妹(いもうと)=younger sister;姉妹(しまい)=sisters;姉妹校(しまいこう)=sister school
287	記	22	き		to write down	日記(にっき)=diary;記入する(きにゅうする)=to fill in;記事(きじ)=(news) article;暗記する(あんきする)=to memorize
288	銀	22	ぎん		silver	銀行(ぎんこう)=bank;銀メダル(ぎんメダル)=silver medal;銀世界(ぎんせかい)=land covered with snow
289	回	22	かい	まわ	... times; to turn	一回(いっかい)=one time;回送バス(かいそうバス)=out-of-service bus;最終回(さいしゅうかい)=last inning, last episode;回す(まわす)=to turn
290	夕	22		ゆう	evening	夕方(ゆうがた)=evening;夕食(ゆうしょく)=dinner;七夕(たなばた)=Tanabata;夕日(ゆうひ)=setting sun;夕刊(ゆうかん)=evening newspaper
291	黒	22	こく	くろ	black	黒木さん(くろきさん)=Mr./Ms. Kuroki;黒い(くろい)=black;白黒写真(しろくろしゃしん)=black and white photograph;黒板(こくばん)=blackboard
292	用	22	よう		task; to use	用事(ようじ)=a thing to take care of;用意する(よういする)=to prepare;子供用(こどもよう)=for children;費用(ひよう)=cost
293	末	22	まつ	すえ	the end of	週末(しゅうまつ)=weekend;月末(げつまつ)=end of the month;年末(ねんまつ)=year-end;期末試験(きまつしけん)=final examination;末(すえ)=the end
294	待	22	たい	ま/まち	to wait	待つ(まつ)=to wait;待合室(まちあいしつ)=waiting room;期待する(きたいする)=to expect;招待(しょうたい)=invitation
